2266,DB03272,4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol,,CN1N=C(C(Br)=C1C(F)(F)F)C1=CC(C(O)=O)=C(Cl)C=C1F,4.21,4.41,1.04e-02 g/l,3.11,0.44
2267,DB03273,3'-Oxo-Adenosine,,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)C1=O,-1.8,-1.5,1.36e+01 g/l,11.71,4.99
2268,DB03276,"4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid",,NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@H](\C=C\C[C@H](CNC1=O)CC1=CC=CC2=CC=CC=C12)C1=CC=C(C=C1)CP(O)(O)=O,2.54,2.58,8.25e-04 g/l,1.74,-0.21
2269,DB03277,alpha-maltotriose,,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,-2.7,-6.5,5.54e+02 g/l,11.22,-3.6
2270,DB03278,D-Treitol,,OC[C@H](O)[C@@H](O)CO,-2,-2.5,1.16e+03 g/l,13.04,-3
2271,DB03279,Dodecyl-Alpha-D-Maltoside,,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(OCCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O,1.43,0.82,2.28e+00 g/l,11.94,-3
2272,DB03281,2'-Deoxymaltose,,[H][C@@]1(O)C[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(CO)O1,-3.2,-3.8,5.45e+02 g/l,11.98,-3
2273,DB03283,beta-L-fucose,13224-93-6,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,-2.4,-1.9,8.27e+02 g/l,11.3,-3.6
2274,DB03284,"2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid",,[H][C@]1(O)COC(=C[C@]1([H])O)C(O)=O,-1.1,-1.5,2.74e+02 g/l,3.43,-3.4
2275,DB03285,Isoliquiritigenin,961-29-5,OC1=CC=C(\C=C\C(=O)C2=C(O)C=C(O)C=C2)C=C1,3.04,3.63,5.51e-02 g/l,7.11,-6.4
2276,DB03286,C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide,,[H]C(N)(O)[C@]1(O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O)N=[N+]=[N-],-1.4,-3,5.46e+01 g/l,11.92,7.51
2277,DB03287,4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid,,[H]\C(OCCN)=C(\[H])/C(=N\CC1=C(COP(O)(O)=O)C=NC(C)=C1O)/C(O)=O,-1.8,-4.3,3.78e-01 g/l,1.79,9.5
2278,DB03288,5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide,,[H][C@@](O)(CNC(=O)C1=CC2=CC(Cl)=CC=C2N1)N(CCO)C1CCCC1,2.24,1.99,2.87e-01 g/l,12.21,7.75
2279,DB03289,Thiarsa Dihydroxy Cysteine,,[H][C@](N)(CS[As](O)O)C(O)=O,-3,-3.8,3.75e+01 g/l,1.29,8.56
2280,DB03291,4-Deoxy-4-Amino-Beta-D-Glucose,,[H][C@]1(N)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])CO,-2.7,-3,5.37e+02 g/l,11.32,8.18
2281,DB03292,3-Phosphono-D-alanine,128241-72-5,[H][C@@](N)(CP(O)(O)=O)C(O)=O,-2.5,-3.8,3.47e+01 g/l,1.4,9.83
2282,DB03293,9-Methyl Uric Acid,,CN1C(=O)NC2=C1NC(=O)NC2=O,-1,-1.3,3.60e+00 g/l,7.63,-6.2
2283,DB03294,"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide",,CN1SC(=O)C2=CC(=CC=C12)S(N)(=O)=O,0.66,0.78,3.96e+00 g/l,10.07,-5.2
2284,DB03296,3'-beta-Sialyl-beta-lactose,64839-32-3,[H]N([C@@H]1[C@@H](O)C[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@@H]2O)(O[C@@]1([H])[C@H](O)[C@H](O)CO)C(O)=O)C(C)=O,-2.7,-7.1,1.17e+02 g/l,2.84,-3.6
2285,DB03299,N-Succinyl Phenylglycine,,[H][C@](NC(=O)CCC(O)=O)(C(O)=O)C1=CC=CC=C1,0.41,0.43,1.19e+00 g/l,3.46,-2
2286,DB03300,Pterin Cytosine Dinucleotide,,[H][C@]12NC3=C(N[C@@]1([H])C(S)=C(S)[C@@H](COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O)O2)C(=O)NC(N)=N3,-0.57,-4.3,7.65e-01 g/l,1.86,-0.032
2287,DB03301,2-Allyl-6-Methyl-Phenol,,CC1=CC=CC(CC=C)=C1O,2.72,3.28,1.35e+00 g/l,9.7,-6
2288,DB03302,"4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One",,ClC1=C2COC(=O)C2=C(Cl)C(Cl)=C1Cl,4.15,3.94,5.02e-03 g/l,14.27,-7
2289,DB03303,3-deoxy-D-arabino-hexonic acid,29625-79-4,OC[C@@H](O)[C@@H](O)C[C@H](O)C(O)=O,-2.5,-2.7,2.55e+02 g/l,3.57,-3
2290,DB03304,7-Deaza-7-Aminomethyl-Guanine,,NCC1=CNC2=C1C(=O)NC(N)=N2,-1.4,-1.2,2.93e+00 g/l,11.04,8.6
2291,DB03306,RU78300,,COC1=CC=CC(C=O)=C1OP(O)(O)=O,-0.02,0.57,3.87e+00 g/l,1.59,-4.9
2292,DB03307,4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide,,NC1=NC=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=C1,-0.31,0.46,4.39e-01 g/l,10.75,6.38
2293,DB03308,L-Leucyl-Hydroxylamine,,CC(C)C[C@H](N)C(=O)NO,-0.42,-0.57,5.86e+01 g/l,8.9,7.89
2294,DB03309,N-cyclohexyltaurine,103-47-9,OS(=O)(=O)CCNC1CCCCC1,-1.1,-0.59,3.97e+00 g/l,-1.1,9.88
2295,DB03310,Glutathione disulfide,27025-41-8,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,-3.6,-10,4.06e-01 g/l,1.44,9.61
2296,DB03311,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide",,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,5.08,5.87,6.55e-03 g/l,5.1,0.59
2297,DB03314,5-fluorotryptophan,16626-02-1,N[C@@H](CC1=CNC2=C1C=C(F)C=C2)C(O)=O,-1,-0.94,1.21e+00 g/l,2.12,9.4
2298,DB03315,Guanosine 3'-monophosphate,117-68-0,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]2O)C(=O)N1,-2,-2.8,3.51e+00 g/l,0.78,1.67
2299,DB03318,6-Hydro-1-Methyladenosine-5'-Monophosphate,,[H]N=C1N(C)C=NC2=C1N=CN2[C@]1([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@@]1([H])O,-1.9,-2.4,2.62e+00 g/l,1.03,3.76
2300,DB03319,"(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate",,[H][C@](N)(CC1=C(ON=C1[O-])C(C)(C)C)C(O)=O,-1,-1.1,4.29e+00 g/l,1.98,8.89
2301,DB03320,3-Amino-Alanine,,N[C@@H](C[NH3+])C(O)=O,-2.9,-4,1.77e+02 g/l,2.1,9.57
2302,DB03321,Des(carbamimidoyl) zanamivir,130525-62-1,[H][C@]1(OC(=C[C@H](N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,-3,-6.1,5.80e+01 g/l,3.11,8.44
2303,DB03322,Dexpropranolol,5051-22-9,CC(C)NC[C@@H](O)COC1=CC=CC2=C1C=CC=C2,3.03,2.58,7.94e-02 g/l,14.09,9.67
2304,DB03323,Maltose,69-79-4,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,-3,-4.7,5.86e+02 g/l,11.25,-3
2305,DB03327,{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid,,[H][C@@](C)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)P(O)(O)=O,-0.7,-4.9,3.98e+00 g/l,-0.6,8.79
2306,DB03329,2-Pyridinethiol,73018-10-7,SC1=NC=CC=C1,1.24,1.44,3.37e+00 g/l,7.64,0.5
2307,DB03330,S-(N-hydroxy-N-iodophenylcarbamoyl)glutathione,,N[C@@H](CCC(=O)N[C@@H](CS[C@@H](O)N(O)C1=CC=C(I)C=C1)C(=O)NCC(O)=O)C(O)=O,-2,-1.9,1.63e-01 g/l,1.77,9.31
2308,DB03331,"N-naphthalen-1-ylmethyl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine",,[H]N(CC1=CC=CC2=CC=CC=C12)C1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3N([H])C(=O)C3=CC(OC)=CC(OC)=C3)C2=NC=N1,2.62,2.18,1.82e-02 g/l,13.3,3.72
2309,DB03332,"5,6-Cyclic-Tetrahydropteridine",,NC1=NC2=C(N3[C@@H](COC3=O)CN2)C(=O)N1,-1.6,-1.4,4.26e+00 g/l,11.08,4.19
2310,DB03333,(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester,,NS(=O)(=O)C1=CC=C(NC(=S)OCCC2=CSC=C2)C=C1,3.22,3.12,5.12e-03 g/l,10.16,-2.2
2311,DB03335,(+)-1-bromo-2-propanol,16088-60-1,C[C@H](O)CBr,0.76,0.75,6.18e+01 g/l,14.73,-2.9
2312,DB03336,BIA,,OC1=CC(=CC(=C1O)[N+]([O-])=O)C(=O)CCN1CCN(CC1)C1=CC(=CC=C1)C(F)(F)F,3.7,2.46,4.34e-02 g/l,4.92,7.04
2313,DB03337,1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea,,NC(=N)C1=CC=C(NC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1,3.16,2.93,2.10e-02 g/l,11.81,11.19
2314,DB03338,Heptyl glucoside,78617-12-6,CCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.72,0.37,3.21e+01 g/l,12.21,-3
2315,DB03339,3-Iodo-Benzyl Alcohol,,OCC1=CC=CC(I)=C1,1.95,2.13,3.29e-01 g/l,14.93,-2.8
2316,DB03340,3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid,,[H][C@@](C)(CP(O)(=O)[C@@]([H])(N)CC(O)=O)C(O)=O,-2.4,-2.6,2.90e+01 g/l,-0.07,10.01
2317,DB03341,CoA-S-acetyl 5-bromotryptamine,,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)N([H])CCC4=CN([H])C5=C4C=C(Br)C=C5)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,0.49,-4.1,2.04e+00 g/l,0.83,4.89
2318,DB03342,4-(Acetylamino)-3-Guanidinobenzoic Acid,,CC(=O)NC1=CC=C(C=C1NC(N)N)C(O)=O,-2.3,-1.8,1.28e+00 g/l,4.78,5.91
2319,DB03343,Malate Like Intermediate,,O[C@H](\C=C(/O)[O-])C([O-])=O,-1,-0.41,6.91e+02 g/l,3.1,-4
2320,DB03345,Mercaptoethanol,60-24-2,OCCS,0.11,-0.11,2.92e+01 g/l,9.97,-2.5
2321,DB03346,"3,3',5,5'-tetrachlorobiphenyl-4,4'-diol",13049-13-3,OC1=C(Cl)C=C(C=C1Cl)C1=CC(Cl)=C(O)C(Cl)=C1,6.22,5.43,3.59e-03 g/l,6.11,-7.5
2322,DB03349,8-Bromo-Adenosine-5'-Monophosphate,,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C(Br)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,-2.5,-3.7,3.26e+00 g/l,1.22,4
2323,DB03351,Sri-9439,,CC1=C(CNC2=CC=CC3=NC=CC=C23)C=NC2=NC(N)=NC(N)=C12,2.09,2.02,2.67e-02 g/l,16.06,5.14
2324,DB03352,S-Arsonocysteine,,N[C@@H](CS[As](O)(O)=O)C(O)=O,-3,-4.1,4.04e+01 g/l,1.1,9.22
2325,DB03354,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole",,[H][C@]1(CO)O[C@@]([H])(C2=NN=C(C)O2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,-1.6,-3.5,4.87e+01 g/l,12.4,-1.7
2326,DB03357,(S)-Mandelic acid,17199-29-0,O[C@H](C(O)=O)C1=CC=CC=C1,0.66,0.9,1.68e+01 g/l,3.75,-4.1
2327,DB03359,"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene",,C[N+](C)(C)C1=CC=CC(=C1)C(O)(O)C(F)(F)F,-0.62,-1.9,8.72e-03 g/l,7.53,-5.9
2328,DB03360,N-Acetylproline,68-95-1,[H][C@]1(CCCN1C(C)=O)C(O)=O,-0.51,-0.49,5.17e+02 g/l,3.89,-1.1
2329,DB03361,"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate",,[H][C@@](C)(O)[C@]12NC3=NC(C)=NC=C3CN1C(C)=C(CCOP(O)(=O)OP(O)(O)=O)S2,0.36,-3.2,2.87e+00 g/l,2.06,4.89
2330,DB03362,N-Dimethyl-Lysine,,[H][C@](N)(CCCCN(C)C)C(O)=O,-1.6,-2.7,1.70e+02 g/l,2.84,9.98
2331,DB03363,3-Acetylpyridine Adenine Dinucleotide,,[H][C@]1(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(=C3)C(C)=O)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,-0.89,-9.9,2.12e+00 g/l,1.86,5
2332,DB03364,N-Carbamyl-D-Methionine,,CSCC[C@@H](NC(N)=O)C(O)=O,-0.88,-0.44,1.28e+01 g/l,3.94,-2.3
2333,DB03365,"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline",,COC1=CC2=NC=NC(NC3=CC(O)=CC=C3)=C2C=C1OC,3.1,2.84,1.33e-01 g/l,9.67,4.62
2334,DB03366,Imidazole,288-32-4,N1C=CN=C1,-0.21,-0.15,5.38e+02 g/l,13.4,6.97
2335,DB03367,PF-00356231,766536-21-4,[H][C@](CC(O)=O)(NC(=O)C1=CC(=CS1)C1=CC=C(C=C1)C1=CC=NC=C1)C1=CC=CC=C1,4.44,3.76,4.88e-04 g/l,4.46,5.19
2336,DB03368,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",,CC1(C(=O)NC(=O)NC1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,2.75,2.46,1.39e-02 g/l,8.14,-8.7
2337,DB03370,FR239087,,[H][C@@](C)(O)[C@@]([H])(CCC1=CC=CC(Cl)=C1Cl)N1C=NC(=C1)C(N)=O,2.63,2.77,3.77e-02 g/l,13.88,3.53
2338,DB03371,Modified Ribosylated Glutamyl Ester,,[H][C@](N)(CCC(=O)O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]1(O)F)C(O)=O,-2.2,-4.3,1.82e+02 g/l,1.69,9.54
2339,DB03372,"3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One",,SCCC(=O)N1CCC2=C(C1)NC1=C2C=CC=C1,2.56,1.87,1.40e-02 g/l,10.12,-1.2
2340,DB03374,"3,5-Diiodotyrosine",300-39-0,[H][C@](N)(CC1=CC(I)=C(O)C(I)=C1)C(O)=O,-0.7,0.37,5.19e-01 g/l,0.48,9.45
2341,DB03380,L-tyrosinamide,4985-46-0,[H][C@](N)(CC1=CC=C(O)C=C1)C(N)=O,-0.65,-0.19,2.98e+00 g/l,9.52,8.03
2342,DB03381,Hexadecanal,629-80-1,CCCCCCCCCCCCCCCC=O,7.18,6.1,5.88e-05 g/l,15.56,-6.9
2343,DB03382,S-oxy-L-cysteine,,[H][C@](N)(CS=O)C(O)=O,-3,-4.3,4.70e+02 g/l,1.4,8.82
2344,DB03383,CP-320626,186430-23-9,OC1CCN(CC1)C(=O)[C@H](CC1=CC=C(F)C=C1)NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2,2.97,2.47,2.23e-02 g/l,14.05,-1.8
2345,DB03384,Fica,,FC1=CC2=C(NC(=C2)C(=O)NCCS)C=C1,2.22,1.61,2.62e-02 g/l,10.07,-1.5
2346,DB03385,4-Methylimidazole,822-36-6,CC1=CNC=N1,0.39,-0.014,5.85e+02 g/l,14.78,6.83
2347,DB03386,4-Fluorotryptophane,,N[C@@H](CC1=CNC2=C1C(F)=CC=C2)C(O)=O,-0.9,-0.94,1.59e+00 g/l,2.18,9.36
2348,DB03387,N-Hydroxy-N-Isopropyloxamic Acid,,CC(C)N(O)C(=O)C(O)=O,0.02,-0.077,2.35e+01 g/l,2.79,-6
2349,DB03388,"3-[(2,4-Dichlorobenzoyl)(Isopropyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid",,CC(C)N(C(=O)C1=C(Cl)C=C(Cl)C=C1)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O,5.37,6.13,2.76e-04 g/l,3.56,-3.2
2350,DB03389,alpha-D-Xylopyranose,,O[C@@H]1CO[C@H](O)[C@H](O)[C@H]1O,-2.6,-2.3,1.22e+03 g/l,11.31,-3.5
2351,DB03391,Chromophore (Met-Tyr-Gly),,[H]\C(=C1\N=C(N(CC(O)=O)C1=O)[C@@]([H])(N)CCSC)C1=CC=C(O)C=C1,0.45,-1.5,1.33e-01 g/l,3.48,8.04
2352,DB03392,"(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester",,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(NP(=O)(OC)OC)[C@]1([H])O,-2.3,-3,3.26e+01 g/l,12.33,-3
2353,DB03393,Sanglifehrin A,,[H][C@@]12CCCN(N1)C(=O)[C@H](CC1=CC(O)=CC=C1)NC(=O)[C@@H](NC(=O)[C@H](CCC(C)=O)[C@H](O)[C@@H](C)[C@@H](O)\C=C\C=C\C[C@H](OC2=O)C(\C)=C\C=C\CC[C@H](C)[C@@H](O)C[C@@H]1O[C@@]2(NC(=O)[C@@H](CC)C[C@@H]2C)[C@@H](C)[C@@H](O)[C@H]1C)C(C)C,4.52,5.75,1.14e-02 g/l,9.45,0.82
2354,DB03394,Heptaethylene glycol,5617-32-3,OCCOCCOCCOCCOCCOCCOCCO,-0.65,-1.5,1.55e+00 g/l,14.82,-2.7
2355,DB03395,Enalkiren,113082-98-7,COC1=CC=C(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)C=C1,2.47,1.75,1.22e-02 g/l,12.03,9.58
2356,DB03396,"(2R,3R,4S,5R,6E)-3,4,5-Trihydroxy-N-[(3S,6R)-6-hydroxy-2-oxo-3-azepanyl]-2-methoxy-8,8-dimethyl-6-nonenamide",,[H]N([C@H]1CC[C@@H](O)CN([H])C1=O)C(=O)[C@H](OC)[C@H](O)[C@@H](O)[C@H](O)\C=C\C(C)(C)C,-0.69,-1.6,1.09e+01 g/l,12.15,-2.9
2357,DB03397,Uridine-Diphosphate-N-Acetylglucosamine,,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,-1.4,-5.3,1.14e+01 g/l,1.74,-3.5
2358,DB03401,"1D-myo-inositol 1,4,5-trisphosphate",85166-31-0,O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O,-0.86,-4.2,1.48e+01 g/l,0.54,-3.7
2359,DB03402,"1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate",,[H][C@@](C)(CCCC(C)C)CCC[C@@]([H])(C)CCC[C@@]([H])(C)CCOC[C@@]([H])(COP(O)(O)=O)OCC[C@]([H])(C)CCC[C@]([H])(C)CCC[C@]([H])(C)CCCC(C)C,9.73,14.94,5.11e-05 g/l,1.25,-3.9
2360,DB03403,Cytidine-5'-Monophosphate,63-37-6,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,-2,-3.3,1.63e+01 g/l,1.23,-0.62
2361,DB03405,N2-[(Benzyloxy)carbonyl]-N-[(3R)-1-{N-[(benzyloxy)carbonyl]-L-leucyl}-4-oxo-3-pyrrolidinyl]-L-leucinamide,,[H]N([C@@H](CC(C)C)C(=O)N([H])[C@@H]1CN(CC1=O)C(=O)[C@H](CC(C)C)N([H])C(=O)OCC1=CC=CC=C1)C(=O)OCC1=CC=CC=C1,2.89,4.28,4.50e-03 g/l,12.3,-3.4
2362,DB03406,O1-Methyl-4-Deoxy-4-Thio-Alpha-D-Glucose,,[H][C@@]1(O)[C@@]([H])(O)[C@@]([H])(OC)O[C@]([H])(CO)[C@@]1([H])S,-0.79,-1.3,4.06e+01 g/l,9.5,-3
2363,DB03407,4-Nitrocatechol,3316/9/4,OC1=CC=C(C=C1O)[N+]([O-])=O,1.26,1.31,7.76e+00 g/l,7.17,-6.4
2364,DB03408,gamma-Glutamylcysteine,636-58-8,N[C@@H](CCC(=O)N[C@@H](CS)C(O)=O)C(O)=O,-2.5,-3.8,2.62e+00 g/l,1.91,9.24
2365,DB03409,L-Octahydroindole-2-carboxylic acid,80875-98-5,[H][C@]12C[C@H](N[C@@]1([H])CCCC2)C(O)=O,-1,-1.3,1.09e+01 g/l,2.09,11.64
2366,DB03410,4-hydroxycoumarin,1076-38-6,OC1=CC(=O)OC2=CC=CC=C12,1.01,1.03,2.78e+00 g/l,5.3,-7
2367,DB03411,"2-Hydroxymethyl-Pyrrolidine-3,4-Diol",,OC[C@@H]1NC[C@H](O)[C@H]1O,-1.8,-2.3,6.59e+02 g/l,13.32,9.36
2368,DB03412,6-hydroxynorleucine,6033-32-5,N[C@@H](CCCCO)C(O)=O,-2.9,-2.9,1.01e+02 g/l,2.46,9.53
2369,DB03413,Deoxyuridine-5'-Diphosphate,,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,-0.99,-2.1,8.03e+00 g/l,1.77,-3.2
2370,DB03414,5-Thio-a/B-D-Mannopyranosylamine,,[H][C@]1(N)S[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O,-2.5,-2.7,2.35e+02 g/l,12.77,7.1
2371,DB03416,Thiamine(1+) monophosphate,10023-48-0,CC1=C(CCO[P@](O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N,-1.7,-5.7,8.90e-02 g/l,1.66,5.51
2372,DB03418,Diacetyldeuteroheme,,CC(=O)C1=C(C)C2=CC3=C(C(O)=C)C(C)=C4C=C5N6C(=CC7=C(CCC(O)=O)C(C)=C8C=C1N2[Fe]6(N78)N34)C(CCC(O)=O)=C5C,3.67,5.31,6.01e-01 g/l,3.67,-5
2373,DB03419,Uracil,66-22-8,O=C1NC=CC(=O)N1,-1.2,-0.86,2.65e+01 g/l,9.77,-5.5
2374,DB03421,"2-Phenethyl-2,3-Dihydro-Phthalazine-1,4-Dione",,O=C1NN(CCC2=CC=CC=C2)C(=O)C2=C1C=CC=C2,1.99,2.35,3.37e-02 g/l,13.78,-4.5
2375,DB03422,"1,3-Thiazole-4-Carboxylic Acid",,OC(=O)C1=CSC=N1,0.56,0.68,3.39e+00 g/l,3.18,0.059
2376,DB03423,S-Adenosyl-L-Homoselenocysteine,,[H][C@](N)(CC[Se]C[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)C(O)=O,-2.5,-5.3,8.42e+00 g/l,1.31,9.5
2377,DB03424,Ubenimex,58970-76-6,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(O)=O,-1.2,-1.1,1.29e+00 g/l,3.73,8.35
2378,DB03425,"2s,4r-4-Methylglutamate",,[H][C@@](C)(C[C@]([H])(N)C(O)=O)C([O-])=O,-2.8,-2.7,2.67e+02 g/l,2.01,9.53
2379,DB03426,Digalactosyl Diacyl Glycerol (Dgdg),,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(CO[C@]1([H])O[C@]([H])(CO[C@@]2([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O)OC(=O)CCCCCCCCCCCCCCCCC,7.09,10.24,2.08e-03 g/l,11.91,-3
2380,DB03427,delta-(L-alpha-Aminoadipoyl)-L-cysteinyl-D-vinylglycine,,[H]N([H])[C@@H](CCCC(=O)N([H])[C@@H](CS)C(=O)N([H])[C@H](C=C)C(O)=O)C(O)=O,-1.9,-3.5,9.05e-01 g/l,1.94,9.15
2381,DB03428,SU9516,,COC1=CC=C2NC(=O)\C(=C/C3=CN=CN3)C2=C1,1.64,0.91,3.23e-01 g/l,11.59,6.64
2382,DB03429,Tetrastearoyl cardiolipin,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,8.97,27.27,6.62e-05 g/l,1.59,-3.4
